1,13:22:05,45.9874167,-76.8752333
2,13:22:17,45.9860000,-76.8737833
3,13:22:25,45.9850500,-76.8724833
4,13:22:30,45.9844000,-76.8716333
5,13:22:34,45.9839500,-76.8710000
6,13:22:05,45.9874167,-76.8752333
7,13:22:17,45.9860000,-76.8737833
8,13:22:25,45.9850500,-76.8724833
9,13:22:30,45.9844000,-76.8716333
10,13:22:34,45.9839500,-76.8710000
11,13:22:05,45.9874167,-76.8752333
12,13:22:17,45.9860000,-76.8737833
13,13:22:25,45.9850500,-76.8724833
14,13:22:30,45.9844000,-76.8716333
15,13:22:34,45.9839500,-76.8710000
16,13:22:05,45.9874167,-76.8752333
17,13:22:17,45.9860000,-76.8737833
18,13:22:25,45.9850500,-76.8724833
19,13:22:30,45.9844000,-76.8716333
20,13:22:34,45.9839500,-76.8710000
